customer_id,batch_id,city,customer_name,customer_since,distance_km,email,ingestion_timestamp,phone,source_file,store_id,customer_age_days,customer_segment,silver_processed_at,total_orders,last_order_date,total_spent,avg_order_value,rfm_tier
C0252,20260603,Belapur,Charvi Lad,2024-12-28,6.5,suresheiravati@example.com,2026-06-03T17:39:20.186841,1616988347,customers_S005_20260603.json,S005,522,Loyal,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,113922.0,18987.0,Occasional
C0345,20260603,Unknown,Hiral Venkataraman,2023-06-30,9.0,fdalal@example.com,2026-06-03T17:39:20.186841,1799585887,customers_S005_20260603.json,S005,1069,VIP,2026-06-03T17:41:35.996Z,12,2026-06-03T00:00:00.000Z,179802.0,14983.5,Occasional
C0642,20260603,Ulwe,Warinder Raju,2026-04-11,10.0,hsubramanian@example.com,2026-06-03T17:39:20.186841,1872836320,customers_S005_20260603.json,S005,53,Occasional,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0435,20260603,Seawoods,Chaitaly Rao,2026-05-02,2.0,zahuja@example.com,2026-06-03T17:39:20.186841,1967995070,customers_S005_20260603.json,S005,32,Occasional,2026-06-03T17:41:35.996Z,18,2026-06-03T00:00:00.000Z,340680.0,18926.666666666668,Occasional
C0287,20260603,Panvel,Forum Dugal,2024-09-14,14.0,ojas65@example.net,2026-06-03T17:39:20.186841,2193747530,customers_S005_20260603.json,S005,627,Loyal,2026-06-03T17:41:35.996Z,18,2026-06-03T00:00:00.000Z,268164.0,14898.0,Occasional
C0380,20260603,Turbhe,Chakradhar Mukhopadhyay,2026-02-11,9.0,yamini77@example.com,2026-06-03T17:39:20.186841,2657163683,customers_S005_20260603.json,S005,112,Occasional,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,95292.0,15882.0,Occasional
C0089,20260603,Panvel,Quincy Sunder,2023-11-09,14.0,qushi32@example.org,2026-06-03T17:39:20.186841,2697414110,customers_S005_20260603.json,S005,937,VIP,2026-06-03T17:41:35.996Z,36,2026-06-03T00:00:00.000Z,670224.0,18617.33333333333,Gold VIP
C0388,20260603,Nerul,Benjamin Chaudry,2024-08-24,4.0,vidhikota@example.org,2026-06-03T17:39:20.186841,3142313620,customers_S005_20260603.json,S005,648,Loyal,2026-06-03T17:41:35.996Z,12,2026-06-03T00:00:00.000Z,100944.0,8412.0,Occasional
C0514,20260603,Seawoods,Tristan Shroff,2026-05-20,2.0,reddyjagat@example.com,2026-06-03T17:39:20.186841,3236149022,customers_S005_20260603.json,S005,14,Occasional,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,79284.0,13214.0,Occasional
C0098,20260603,Panvel,Kalpit Dhar,2026-05-23,14.0,shettyupasna@example.org,2026-06-03T17:39:20.186841,3245684558,customers_S005_20260603.json,S005,11,Occasional,2026-06-03T17:41:35.996Z,42,2026-06-03T00:00:00.000Z,823338.0,19603.28571428572,Gold VIP
C0315,20260603,Dronagiri,Mahika Dora,2024-06-18,18.0,vanya02@example.org,2026-06-03T17:39:20.186841,3285989225,customers_S005_20260603.json,S005,715,Loyal,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,115536.0,19256.0,Occasional
C0379,20260603,Kharghar,Chaman Sule,2025-09-24,8.0,nkapadia@example.net,2026-06-03T17:39:20.186841,3421393757,customers_S005_20260603.json,S005,252,Regular,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0238,20260603,Nerul,Samesh Buch,2025-12-10,4.0,emani@example.com,2026-06-03T17:39:20.186841,3492069514,customers_S005_20260603.json,S005,175,Occasional,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0292,20260603,Dronagiri,Finn Nadig,2023-12-14,18.0,hsarma@example.com,2026-06-03T17:39:20.186841,3613632532,customers_S005_20260603.json,S005,902,VIP,2026-06-03T17:41:35.996Z,30,2026-06-03T00:00:00.000Z,520722.0,17357.4,Gold VIP
C0151,20260603,Panvel,Akshay Ram,2026-04-17,14.0,divya36@example.com,2026-06-03T17:39:20.186841,3696550047,customers_S005_20260603.json,S005,47,Occasional,2026-06-03T17:41:35.996Z,18,2026-06-03T00:00:00.000Z,407442.0,22635.666666666668,Occasional
C0242,20260603,Ulwe,Oliver Aggarwal,2026-05-17,10.0,chakrikabuch@example.net,2026-06-03T17:39:20.186841,3931569658,customers_S005_20260603.json,S005,17,Occasional,2026-06-03T17:41:35.996Z,24,2026-06-03T00:00:00.000Z,330834.0,13784.75,Loyal Regular
C0161,20260603,Seawoods,Garima Purohit,2024-09-01,2.0,zinal25@example.com,2026-06-03T17:39:20.186841,3957866121,customers_S005_20260603.json,S005,640,Loyal,2026-06-03T17:41:35.996Z,18,2026-06-03T00:00:00.000Z,593244.0,32958.0,Gold VIP
C0096,20260603,Vashi,Omisha Acharya,2025-12-10,5.5,unknown@noemail.com,2026-06-03T17:39:20.186841,3981592113,customers_S005_20260603.json,S005,175,Occasional,2026-06-03T17:41:35.996Z,12,2026-06-03T00:00:00.000Z,117288.0,9774.0,Occasional
C0569,20260603,Seawoods,Lavanya Iyengar,2026-02-27,2.0,inadig@example.org,2026-06-03T17:39:20.186841,4053889616,customers_S005_20260603.json,S005,96,Occasional,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0136,20260603,Kopar Khairane,Udyati Nagarajan,2026-04-30,7.5,yrau@example.org,2026-06-03T17:39:20.186841,4078341138,customers_S005_20260603.json,S005,34,Occasional,2026-06-03T17:41:35.996Z,24,2026-06-03T00:00:00.000Z,562200.0,23425.0,Gold VIP
C0467,20260603,Belapur,Faras Vig,2024-01-04,6.5,timothysheth@example.net,2026-06-03T17:39:20.186841,4179763205,customers_S005_20260603.json,S005,881,VIP,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0350,20260603,Panvel,Jagdish Dugal,2024-08-21,14.0,yashica32@example.com,2026-06-03T17:39:20.186841,4437052446,customers_S005_20260603.json,S005,651,Loyal,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,105948.0,17658.0,Occasional
C0358,20260603,Vashi,Pallavi Bhakta,2025-08-03,5.5,guhamohini@example.com,2026-06-03T17:39:20.186841,4474338582,customers_S005_20260603.json,S005,304,Regular,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,106956.0,17826.0,Occasional
C0629,20260603,Dronagiri,Om Ramaswamy,2025-05-31,18.0,harshswamy@example.org,2026-06-03T17:39:20.186841,4508808126,customers_S005_20260603.json,S005,368,Loyal,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0547,20260603,Kharghar,Banjeet Shukla,2025-05-07,8.0,chakradevgoel@example.com,2026-06-03T17:39:20.186841,4636071740,customers_S005_20260603.json,S005,392,Loyal,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,208440.0,34740.0,Occasional
C0289,20260603,Kopar Khairane,Shaurya Kara,2025-06-14,7.5,ybrar@example.net,2026-06-03T17:39:20.186841,4680288994,customers_S005_20260603.json,S005,354,Regular,2026-06-03T17:41:35.996Z,24,2026-06-03T00:00:00.000Z,443820.0,18492.5,Loyal Regular
C0479,20260603,Turbhe,Daksha Sarin,2024-10-31,9.0,khoslawilliam@example.org,2026-06-03T17:39:20.186841,5178423700,customers_S005_20260603.json,S005,580,Loyal,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0050,20260603,Turbhe,Faqid Yohannan,2024-10-08,9.0,sara49@example.org,2026-06-03T17:39:20.186841,5182958328,customers_S005_20260603.json,S005,603,Loyal,2026-06-03T17:41:35.996Z,42,2026-06-03T00:00:00.000Z,515976.0,12285.142857142857,Gold VIP
C0563,20260603,Panvel,Rohan Bajaj,2024-05-09,14.0,sanghvidev@example.org,2026-06-03T17:39:20.186841,5256361221,customers_S005_20260603.json,S005,755,VIP,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0015,20260603,Dronagiri,Bachittar Munshi,2025-08-14,18.0,dorayoshita@example.com,2026-06-03T17:39:20.186841,5299724540,customers_S005_20260603.json,S005,293,Regular,2026-06-03T17:41:35.996Z,78,2026-06-03T00:00:00.000Z,1398348.0,17927.53846153846,Platinum VIP
C0125,20260603,Dronagiri,Yatin Rajagopal,2024-04-21,18.0,wakeetamander@example.org,2026-06-03T17:39:20.186841,5326298209,customers_S005_20260603.json,S005,773,VIP,2026-06-03T17:41:35.996Z,18,2026-06-03T00:00:00.000Z,262266.0,14570.333333333334,Occasional
C0226,20260603,Dronagiri,Aayush Tella,2024-01-22,18.0,ssarin@example.org,2026-06-03T17:39:20.186841,5364416121,customers_S005_20260603.json,S005,863,VIP,2026-06-03T17:41:35.996Z,12,2026-06-03T00:00:00.000Z,225810.0,18817.5,Occasional
C0472,20260603,Dronagiri,Vansha Das,2024-04-07,18.0,shaurya06@example.org,2026-06-03T17:39:20.186841,5658243824,customers_S005_20260603.json,S005,787,VIP,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0198,20260603,Seawoods,Simon Bhagat,2025-10-07,2.0,devanchakradev@example.org,2026-06-03T17:39:20.186841,5936058300,customers_S005_20260603.json,S005,239,Regular,2026-06-03T17:41:35.996Z,18,2026-06-03T00:00:00.000Z,217110.0,12061.666666666666,Occasional
C0580,20260603,Ulwe,Neha D’Alia,2025-12-27,10.0,ishitaramaswamy@example.net,2026-06-03T17:39:20.186841,6082021452,customers_S005_20260603.json,S005,158,Occasional,2026-06-03T17:41:35.996Z,12,2026-06-03T00:00:00.000Z,105300.0,8775.0,Occasional
C0044,20260603,Kharghar,Chakradev Bora,2024-12-15,8.0,krishna76@example.net,2026-06-03T17:39:20.186841,6261156962,customers_S005_20260603.json,S005,535,Loyal,2026-06-03T17:41:35.996Z,30,2026-06-03T00:00:00.000Z,601956.0,20065.2,Gold VIP
C0618,20260603,Panvel,Indira Sandal,2026-03-28,14.0,aptemahika@example.com,2026-06-03T17:39:20.186841,6313206793,customers_S005_20260603.json,S005,67,Occasional,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0544,20260603,Dronagiri,Vanya Prakash,2024-10-19,18.0,wakeeta31@example.org,2026-06-03T17:39:20.186841,6332055249,customers_S005_20260603.json,S005,592,Loyal,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0377,20260603,Ulwe,Chaitanya Oak,2023-08-19,10.0,borraaachal@example.net,2026-06-03T17:39:20.186841,6723929418,customers_S005_20260603.json,S005,1019,VIP,2026-06-03T17:41:35.996Z,18,2026-06-03T00:00:00.000Z,303672.0,16870.666666666668,Occasional
C0486,20260603,Seawoods,Liam Misra,2023-09-14,2.0,gautam08@example.org,2026-06-03T17:39:20.186841,6741601157,customers_S005_20260603.json,S005,993,VIP,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,125352.0,20892.0,Occasional
C0509,20260603,Kharghar,Ekaja Jani,2024-01-12,8.0,sguha@example.com,2026-06-03T17:39:20.186841,6782074806,customers_S005_20260603.json,S005,873,VIP,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,176688.0,29448.0,Occasional
C0059,20260603,Turbhe,Lekha Babu,2026-04-26,9.0,khoslaaayush@example.org,2026-06-03T17:39:20.186841,6969132548,customers_S005_20260603.json,S005,38,Occasional,2026-06-03T17:41:35.996Z,78,2026-06-03T00:00:00.000Z,1205262.0,15452.076923076924,Platinum VIP
C0504,20260603,Dronagiri,Kashish Narayanan,2023-08-31,18.0,mekhalamajumdar@example.com,2026-06-03T17:39:20.186841,7033003824,customers_S005_20260603.json,S005,1007,VIP,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,38022.0,6337.0,Occasional
C0501,20260603,Belapur,Hemangini Arya,2024-05-30,6.5,tellajanani@example.com,2026-06-03T17:39:20.186841,7291326135,customers_S005_20260603.json,S005,734,VIP,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,126522.0,21087.0,Occasional
C0444,20260603,Seawoods,Jagat Jha,2024-10-31,2.0,halderayaan@example.com,2026-06-03T17:39:20.186841,7295422002,customers_S005_20260603.json,S005,580,Loyal,2026-06-03T17:41:35.996Z,18,2026-06-03T00:00:00.000Z,329076.0,18282.0,Occasional
C0551,20260603,Vashi,Udant Manne,2024-08-07,5.5,bhanumati11@example.com,2026-06-03T17:39:20.186841,7317419004,customers_S005_20260603.json,S005,665,Loyal,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,47718.0,7953.0,Occasional
C0060,20260603,Nerul,Garima Jain,2023-06-29,4.0,atikohli@example.net,2026-06-03T17:39:20.186841,7605566379,customers_S005_20260603.json,S005,1070,VIP,2026-06-03T17:41:35.996Z,60,2026-06-03T00:00:00.000Z,751026.0,12517.1,Gold VIP
C0095,20260603,Turbhe,Isha Murty,2024-04-08,9.0,zarnasaini@example.com,2026-06-03T17:39:20.186841,7777430565,customers_S005_20260603.json,S005,786,VIP,2026-06-03T17:41:35.996Z,48,2026-06-03T00:00:00.000Z,834930.0,17394.375,Gold VIP
C0008,20260603,Ulwe,Lopa Halder,2026-01-03,10.0,waida33@example.com,2026-06-03T17:39:20.186841,7779911214,customers_S005_20260603.json,S005,151,Occasional,2026-06-03T17:41:35.996Z,30,2026-06-03T00:00:00.000Z,660204.0,22006.8,Gold VIP
C0107,20260603,Belapur,Vidhi Kala,2025-06-26,6.5,fiyaz30@example.com,2026-06-03T17:39:20.186841,7874900335,customers_S005_20260603.json,S005,342,Regular,2026-06-03T17:41:35.996Z,18,2026-06-03T00:00:00.000Z,222726.0,12373.666666666666,Occasional
C0485,20260603,Seawoods,Daksh Vohra,2026-03-18,2.0,cwason@example.org,2026-06-03T17:39:20.186841,7875845378,customers_S005_20260603.json,S005,77,Occasional,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0633,20260603,Ulwe,Rishi Parmer,2026-04-07,10.0,chhabrasathvik@example.com,2026-06-03T17:39:20.186841,8072663933,customers_S005_20260603.json,S005,57,Occasional,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0368,20260603,Nerul,Dhruv Chacko,2026-02-02,4.0,sharafrushil@example.org,2026-06-03T17:39:20.186841,8128292347,customers_S005_20260603.json,S005,121,Occasional,2026-06-03T17:41:35.996Z,12,2026-06-03T00:00:00.000Z,280272.0,23356.0,Occasional
C0163,20260603,Turbhe,Yachana Merchant,2024-10-05,9.0,qasimsood@example.org,2026-06-03T17:39:20.186841,8359446106,customers_S005_20260603.json,S005,606,Loyal,2026-06-03T17:41:35.996Z,12,2026-06-03T00:00:00.000Z,132534.0,11044.5,Occasional
C0372,20260603,Seawoods,Urvashi Sen,2023-07-04,2.0,harshil12@example.com,2026-06-03T17:39:20.186841,8428968807,customers_S005_20260603.json,S005,1065,VIP,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0454,20260603,Vashi,Wyatt Talwar,2024-08-08,5.5,qadimradhakrishnan@example.net,2026-06-03T17:39:20.186841,8475035114,customers_S005_20260603.json,S005,664,Loyal,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0297,20260603,Belapur,Vedant Kade,2023-10-25,6.5,jalsa58@example.net,2026-06-03T17:39:20.186841,8774726604,customers_S005_20260603.json,S005,952,VIP,2026-06-03T17:41:35.996Z,18,2026-06-03T00:00:00.000Z,369024.0,20501.33333333333,Occasional
C0209,20260603,Turbhe,Vidhi Solanki,2026-01-04,9.0,magaryug@example.com,2026-06-03T17:39:20.186841,8981325713,customers_S005_20260603.json,S005,150,Occasional,2026-06-03T17:41:35.996Z,24,2026-06-03T00:00:00.000Z,323892.0,13495.5,Loyal Regular
C0357,20260603,Kopar Khairane,Chatura Master,2024-03-23,7.5,pbadami@example.net,2026-06-03T17:39:20.186841,9034541923,customers_S005_20260603.json,S005,802,VIP,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0206,20260603,Seawoods,Saanvi Agarwal,2023-09-02,2.0,bhattigirik@example.net,2026-06-03T17:39:20.186841,9109046612,customers_S005_20260603.json,S005,1005,VIP,2026-06-03T17:41:35.996Z,18,2026-06-03T00:00:00.000Z,370242.0,20569.0,Occasional
C0408,20260603,Turbhe,Faraj Vasa,2024-02-01,9.0,skeer@example.com,2026-06-03T17:39:20.186841,9542534428,customers_S005_20260603.json,S005,853,VIP,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,41730.0,6955.0,Occasional
C0456,20260603,Belapur,Rayaan Biswas,2025-03-18,6.5,kthaker@example.org,2026-06-03T17:39:20.186841,9760819386,customers_S005_20260603.json,S005,442,Loyal,2026-06-03T17:41:35.996Z,12,2026-06-03T00:00:00.000Z,164964.0,13747.0,Occasional
C0082,20260603,Dronagiri,Darika Dash,2024-04-10,18.0,quincyhari@example.org,2026-06-03T17:39:20.186841,9897953225,customers_S005_20260603.json,S005,784,VIP,2026-06-03T17:41:35.996Z,72,2026-06-03T00:00:00.000Z,1207422.0,16769.75,Platinum VIP
C0528,20260603,Vashi,Omya Bala,2025-12-08,5.5,nirja26@example.com,2026-06-03T17:39:20.186841,INVALID,customers_S005_20260603.json,S005,177,Occasional,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0537,20260603,Seawoods,Zehaan Saran,2024-05-29,2.0,wcheema@example.org,2026-06-03T17:39:20.186841,INVALID,customers_S005_20260603.json,S005,735,VIP,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0124,20260603,Seawoods,Ishanvi Venkataraman,2024-05-30,2.0,dateveer@example.org,2026-06-03T17:39:20.186841,0043631361,customers_S005_20260603.json,S005,734,VIP,2026-06-03T17:41:35.996Z,36,2026-06-03T00:00:00.000Z,585822.0,16272.833333333334,Gold VIP
C0225,20260603,Kopar Khairane,Amol Tak,2025-07-20,7.5,saksham07@example.com,2026-06-03T17:39:20.186841,0115087748,customers_S005_20260603.json,S005,318,Regular,2026-06-03T17:41:35.996Z,24,2026-06-03T00:00:00.000Z,245016.0,10209.0,Loyal Regular
C0578,20260603,Turbhe,Daksha Andra,2024-07-17,9.0,pratyush67@example.org,2026-06-03T17:39:20.186841,0128126594,customers_S005_20260603.json,S005,686,Loyal,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0559,20260603,Panvel,Maanav Mutti,2024-05-26,14.0,memonkrishna@example.net,2026-06-03T17:39:20.186841,0291818899,customers_S005_20260603.json,S005,738,VIP,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0304,20260603,Kharghar,Ishaan Raj,2025-06-26,8.0,buchpallavi@example.org,2026-06-03T17:39:20.186841,0712223271,customers_S005_20260603.json,S005,342,Regular,2026-06-03T17:41:35.996Z,18,2026-06-03T00:00:00.000Z,361218.0,20067.666666666668,Occasional
C0188,20260603,Turbhe,Bhavani Mutti,2025-09-01,9.0,magate@example.com,2026-06-03T17:39:20.186841,0766314480,customers_S005_20260603.json,S005,275,Regular,2026-06-03T17:41:35.996Z,12,2026-06-03T00:00:00.000Z,116460.0,9705.0,Occasional
C0610,20260603,Kopar Khairane,Geetika Cherian,2023-07-23,7.5,muttisamesh@example.org,2026-06-03T17:39:20.186841,0827748696,customers_S005_20260603.json,S005,1046,VIP,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0607,20260603,Kopar Khairane,Madhavi Kannan,2023-08-19,7.5,acomar@example.net,2026-06-03T17:39:20.186841,0910599123,customers_S005_20260603.json,S005,1019,VIP,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,50730.0,8455.0,Occasional
C0145,20260603,Belapur,Luke Tara,2025-12-11,6.5,bsane@example.net,2026-06-03T17:39:20.186841,1035635774,customers_S005_20260603.json,S005,174,Occasional,2026-06-03T17:41:35.996Z,18,2026-06-03T00:00:00.000Z,293268.0,16292.666666666666,Occasional
C0410,20260603,Seawoods,Nimrat Patla,2024-03-13,2.0,swagle@example.org,2026-06-03T17:39:20.186841,1047258363,customers_S005_20260603.json,S005,812,VIP,2026-06-03T17:41:35.996Z,12,2026-06-03T00:00:00.000Z,187248.0,15604.0,Occasional
C0147,20260603,Vashi,Bishakha Choudhary,2025-09-04,5.5,karnikharsh@example.net,2026-06-03T17:39:20.186841,1169969420,customers_S005_20260603.json,S005,272,Regular,2026-06-03T17:41:35.996Z,18,2026-06-03T00:00:00.000Z,339618.0,18867.666666666668,Occasional
C0120,20260603,Nerul,Chavvi Uppal,2025-03-05,4.0,zsubramanian@example.org,2026-06-03T17:39:20.186841,1192813665,customers_S005_20260603.json,S005,455,Loyal,2026-06-03T17:41:35.996Z,0,,0.0,0.0,Occasional
C0576,20260603,Dronagiri,Ekapad Murty,2026-05-30,18.0,kamyanarain@example.org,2026-06-03T17:39:20.186841,1239364658,customers_S005_20260603.json,S005,4,Occasional,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,71772.0,11962.0,Occasional
C0382,20260603,Seawoods,Chavvi Parmar,2023-12-29,2.0,darsh07@example.net,2026-06-03T17:39:20.186841,1936706809,customers_S005_20260603.json,S005,887,VIP,2026-06-03T17:41:35.996Z,18,2026-06-03T00:00:00.000Z,459942.0,25552.33333333333,Occasional
C0117,20260603,Kopar Khairane,Shivani Kale,2025-04-17,7.5,npatil@example.org,2026-06-03T17:39:20.186841,2071975050,customers_S005_20260603.json,S005,412,Loyal,2026-06-03T17:41:35.996Z,24,2026-06-03T00:00:00.000Z,512442.0,21351.75,Gold VIP
C0180,20260603,Turbhe,Ekani Subramaniam,2026-03-10,9.0,arya93@example.com,2026-06-03T17:39:20.186841,2106275182,customers_S005_20260603.json,S005,85,Occasional,2026-06-03T17:41:35.996Z,18,2026-06-03T00:00:00.000Z,238566.0,13253.666666666666,Occasional
C0234,20260603,Belapur,Faraj Borde,2024-07-11,6.5,upadhritimody@example.net,2026-06-03T17:39:20.186841,2290939123,customers_S005_20260603.json,S005,692,Loyal,2026-06-03T17:41:35.996Z,24,2026-06-03T00:00:00.000Z,523620.0,21817.5,Gold VIP
C0178,20260603,Dronagiri,Ishita Lad,2025-12-01,18.0,eiravatibains@example.com,2026-06-03T17:39:20.186841,2469133412,customers_S005_20260603.json,S005,184,Regular,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,105948.0,17658.0,Occasional
C0025,20260603,Turbhe,Lajita Shanker,2024-03-13,9.0,brarradhika@example.net,2026-06-03T17:39:20.186841,2630135420,customers_S005_20260603.json,S005,812,VIP,2026-06-03T17:41:35.996Z,36,2026-06-03T00:00:00.000Z,478110.0,13280.833333333334,Loyal Regular
C0362,20260603,Turbhe,Janaki Tak,2025-01-30,9.0,xalakramaswamy@example.net,2026-06-03T17:39:20.186841,2704394264,customers_S005_20260603.json,S005,489,Loyal,2026-06-03T17:41:35.996Z,12,2026-06-03T00:00:00.000Z,236712.0,19726.0,Occasional
C0139,20260603,Panvel,Jagvi Pradhan,2024-01-29,14.0,ria47@example.com,2026-06-03T17:39:20.186841,2783647047,customers_S005_20260603.json,S005,856,VIP,2026-06-03T17:41:35.996Z,12,2026-06-03T00:00:00.000Z,227256.0,18938.0,Occasional
C0574,20260603,Ulwe,Libni Choudhry,2024-09-08,10.0,vedasuresh@example.org,2026-06-03T17:39:20.186841,2827147275,customers_S005_20260603.json,S005,633,Loyal,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,68448.0,11408.0,Occasional
C0169,20260603,Belapur,Dalbir Walla,2025-02-23,6.5,saanvibhandari@example.com,2026-06-03T17:39:20.186841,2830103029,customers_S005_20260603.json,S005,465,Loyal,2026-06-03T17:41:35.996Z,6,2026-06-03T00:00:00.000Z,114984.0,19164.0,Occasional
